,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_diur_temp_rng_c,month_recorded,total satellite vegetation index of city,standing water feature 2,standing water feature 3,standing water feature 4,standing water feature 5,standing water feature 6,city,total_cases
0,-0.5663564886981571,-0.13676826543016304,-0.22495890786569467,-0.07072916159887295,-0.29422128781787876,-0.7647387825430937,-0.8315322515294434,-1.123028605851979,-0.18628898909519503,-1.232165612992648,-0.7647387825430937,-0.6392664355318592,-0.5413573867918914,-0.7008215631427973,-0.24249774137170374,-0.26867327236116906,-0.28350139612076936,-0.33229772547012765,-0.17614943036432232,-0.3268520360087559,-0.74535599249993,4
1,-0.499753221793665,0.22467949411193067,0.1014225521956082,-0.563716897133357,-0.5600523594064402,-0.5257157867422985,-0.36105035496652926,-0.7817819990498815,-0.5111267622263086,-0.6706352699908203,-0.5257157867422985,-0.7119659536232087,-0.793046491092573,-0.41101861059070616,-0.1635325789968474,-0.4761435948690765,-0.5249539997983399,-0.481562067713025,-0.5078472094447867,-0.4804274503705383,-0.74535599249993,5
2,-0.4331499548891729,-0.8271869773673336,0.3627968045693305,-0.6340920556312031,-0.37558618378853553,-0.25635525685909455,0.058909996032519014,-0.9058716742506411,-0.3226007146623053,-0.013512502435896669,-0.25635525685909455,-0.7321602642047675,-0.7386272253004053,-0.41101861059070616,-0.4411554641835622,-0.40806900193386436,-0.3353597371341532,-0.4075656782869526,-0.3161212563050401,-0.40459033789164645,-0.74535599249993,4
3,-0.3665466879846808,-0.09066419000425784,0.9748150950874043,0.32601964744781614,0.40568882516363564,-0.6971688202686381,0.21047463419756257,-0.6266699050489235,-0.60446563871633,-0.25419699278980906,-0.6971688202686381,-0.6958105051590928,-0.6025790608104612,-0.41101861059070616,0.43166164542298385,-0.467416034409557,-0.5932115627016248,-0.4648373878283243,-0.6029074152856314,-0.46382037079959904,-0.74535599249993,3
4,-0.2999434210801887,0.4256536183393529,1.1202505039214308,0.6486569503600588,0.543274512357927,-0.8773553863338529,0.6020166160011798,-0.47155781104796535,-0.6437418986254972,-0.23696229988671075,-0.8773553863338529,-0.5302171583920078,0.6354592360232637,-0.41101861059070616,0.7757446544309099,-0.46641772989583646,-0.6271947604100235,-0.46358855548696765,-0.6430869453737936,-0.4629873226702089,-0.74535599249993,6
5,-0.2333401541756966,-0.08926310233592713,0.37878312976395867,0.6911555166298312,-0.24465858538289095,-0.8300104467810032,0.6841141279107815,-0.31644571704700725,-0.3135902785654963,-0.31672285539119444,-0.8300104467810032,-0.7887043338320009,-0.5209501621174475,-0.12121565803861506,-0.16390697188937078,-0.32564250179035764,-0.3417137742073213,-0.34641968103217463,-0.31088380067129057,-0.3440809188919999,-0.74535599249993,2
6,-0.16673688727120448,-0.21089180174217803,-0.31769538253850965,0.019173803575287172,0.09801737710476364,-0.9702066270103159,0.372564594232305,-0.6576923238491045,-0.03380468591842759,-0.02092742845577149,-0.9702066270103159,-0.804859782296117,-0.6025790608104612,-0.12121565803861506,-0.18902346446783813,-0.1465701904351965,-0.07782814835940631,-0.1798778281314488,-0.02568032435290653,-0.17371954801057848,-0.74535599249993,4
7,-0.10013362036671236,-0.5196125096808797,-0.49001121190767605,-0.7122660551601557,-0.8298004484115235,2.4230005941463584,0.6556957579785438,-0.8748492554504423,-0.23249635369421545,0.17206105130845223,2.4230005941463584,-0.9381422321321424,-0.1672249344540696,-0.12121565803861506,-0.739175078844496,-0.4349382368822399,-0.24486524048922018,-0.4262852372507804,-0.22498836342303108,-0.42379343162322763,-0.74535599249993,5
8,-0.033530353462220254,-0.2907465393154313,0.13537641019938487,-1.0657043451088122,-0.9430540222030336,-0.6061562180214122,0.646222968737924,-0.409512973447568,-0.0589876996248938,0.08688960385792537,-0.6061562180214122,-0.849287265576677,-0.31007550716565363,-0.12121565803861506,-0.5430133086494588,-0.28441538662088633,-0.09306208211473595,-0.2960403840959288,-0.05346923595196641,-0.29309369490011916,-0.74535599249993,10
9,0.033072913442271853,-0.08926310233592713,-0.073652028136365,-0.5865580171996146,0.005470783762014295,-0.7190026516158261,1.0703934480427846,-0.3474681358471883,-0.26946224537343183,-0.12173034156716556,-0.7190026516158261,-0.812937506528175,-0.7250224088476009,0.16858729451347607,-0.16390697188937078,-0.32564250179035764,-0.29339142962607967,-0.34641968103217463,-0.2661999806130114,-0.3440809188919999,-0.74535599249993,6
10,0.09967618034676395,0.4002452927478631,-0.40639983657337597,-0.1599811998838221,-0.5907674935241538,-0.538356425943302,0.5978064869586027,-0.5025802298481464,0.08448616745506464,-0.09567789881775753,-0.538356425943302,-0.7725488853678848,-0.41891403875475164,0.16858729451347607,-0.19174143910684627,-0.0649444886420914,0.021937810821799,-0.11273575985564523,0.09225688398326434,-0.10641603437284305,-0.74535599249993,8
11,0.16627944725125607,1.1546624187688612,0.6924318930738452,1.3309702514192414,0.9435850438978716,0.309715549542212,0.711479965213982,-0.44053539224776667,0.019333783370445834,-0.0006866844699786716,0.309715549542212,-0.6998493672737081,-0.5413573867918914,0.16858729451347607,1.1443261995092373,0.3844070613432475,-0.028893774121836344,0.2846289853413655,0.02584448510759823,0.29664814723407795,-0.74535599249993,2
12,0.23288271415574818,0.07694211632006703,0.35204446658598443,0.31705268604529646,0.14949594669073352,-0.6714278822593217,0.6314875178256898,-0.5025802298481464,0.05699278551864754,-0.19728242553624067,-0.6714278822593217,-0.7967820580640589,-0.7998488993189751,0.16858729451347607,0.22078667974471325,0.07473811455136624,-0.010202620027758784,0.0017009881692518448,0.06449841371281612,0.009857397018207115,-0.74535599249993,6
13,0.29948598106024027,-0.08926310233592713,0.9924991131822214,2.402202134082157,2.153048553485369,-0.29956325994616145,0.8556768779229086,-0.13031120424585044,-0.12621941511646845,-0.21952720358183664,-0.29956325994616145,-0.6513830218813599,0.02324249582804168,0.16858729451347607,-0.16390697188937078,-0.32564250179035764,-0.17267308518591798,-0.34641968103217463,-0.12367671585081809,-0.3440809188919999,-0.74535599249993,17
14,0.3660892479647324,-0.08926310233592713,-0.5593337002936017,-0.5352535154663726,-0.7597902183833306,-0.3882775641568411,1.2451137944684516,-0.28542329824680857,-0.4635331766893176,-0.3505910309640208,-0.3882775641568411,-0.7240825399727094,-0.22844660847264034,0.4583902470655672,-0.16390697188937078,-0.32564250179035764,-0.47337629547597787,-0.34641968103217463,-0.4621259768135527,-0.3440809188919999,-0.74535599249993,23
15,0.4326925148692245,-0.08926310233592713,-0.01861876623739363,0.04490656741143341,-0.40681662010547853,1.035518069483473,0.9261965360706228,-0.2544008794466099,1.428658403640569,0.28468776536287493,1.035518069483473,-0.8573649898087349,-0.6433935101593493,0.4583902470655672,-0.16390697188937078,-0.32564250179035764,1.2839213036265704,-0.34641968103217463,1.4431053787785917,-0.3440809188919999,-0.74535599249993,13
16,0.4992957817737166,0.38005847358544553,0.3274279195332465,-0.49139168722108373,-0.3582556939738872,-0.3055388348411813,1.2019599743607445,-0.28542329824680857,-0.32722145112220735,-0.1686247385217102,-0.3055388348411813,-0.6796550566949766,-0.48693812099496236,0.4583902470655672,0.034817529861890996,-0.2992109026745258,-0.3466934599173242,-0.318169926297434,-0.32481842119728566,-0.31609976968923553,-0.74535599249993,21
17,0.5658990486782087,0.8589324336889663,1.7021347454611528,0.8256681254272413,0.9873989437092875,-0.10926418252014365,1.044080143368621,-0.37849055464738696,-0.006080267159015434,0.16825338660464217,-0.10926418252014365,-0.8452484034592344,-0.7182200006259609,0.4583902470655672,1.2789439247080943,0.40187450151665965,-0.03956822603159426,0.3148778622475394,-0.0004116279721024934,0.32666455250847104,-0.74535599249993,28
18,0.6325023155827009,0.7252044042600732,0.5924802235752279,1.0937531152931992,0.3403115102459987,-0.3868985853349135,1.3472094189619015,0.11786814615568607,-0.2232548807744114,-0.6980905365806878,-0.3868985853349135,-0.4009735706734248,-0.20123697557179476,0.7481931996176583,0.7549056042397859,-0.01917408263634515,-0.28391601470984956,-0.1073766952156344,-0.22311973189174136,-0.10509043390423167,-0.74535599249993,24
19,0.6991055824871929,-0.09575808168524655,2.604882945136564,-1.0953358471472103,-0.6465654726868826,0.43359381371204725,1.4535151717612058,-0.16133362304604912,-0.3669597846773649,-0.08385409787472688,0.43359381371204725,-0.5625280553230672,0.009637679379999535,0.7481931996176583,0.43053344037363095,-0.24383431245563922,-0.37804583510563994,-0.2671503586467573,-0.36559018536587523,-0.26499185519352136,-0.74535599249993,20
20,0.765708849391685,0.4267998585916004,0.4431537026139684,0.6981737912445263,1.2441059232107914,2.253156369245601,0.8514667488803315,-0.5336026486483451,-0.08001205051744802,-0.07182989352992643,2.253156369245601,-0.8896758867369671,0.036847312280844244,0.7481931996176583,0.7250719335482732,0.12408023110002271,-0.12242998117263543,0.052540669397977954,-0.07354442963909759,0.06177430702187071,-0.74535599249993,40
21,0.8323121162961772,-0.18643867636089478,1.1092155000702038,-0.057634204724945064,0.5057583501468854,0.13090796229892473,1.2714270998794217,-0.31644571704700725,-0.5467064329675544,-0.7155256328855598,0.13090796229892473,-0.7442768505542681,-0.1468177097796266,0.7481931996176583,0.38431839320941413,-0.4200138342443194,-0.5562505581811611,-0.4365993596037417,-0.545780645091556,-0.43605543074607467,-0.74535599249993,27
22,0.8989153832006692,0.6728594327407637,0.5052612508280266,0.12035131373614921,-0.01111738260479253,-0.3335780708870438,1.528244958951455,-0.03724394784527205,-0.09156389166720312,-0.5091101249360743,-0.3335780708870438,-0.5625280553230672,-0.003967137068042611,1.0379961521697494,0.41680828597231584,0.011094008620998432,-0.1610104997045646,-0.0713674649268817,-0.0896552442221909,-0.0676594335778155,-0.74535599249993,42
